NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,COUNTY,UNITS,SIZE,TOTAL_SCORE,OWNER_NAME,OWNER_MAIL_ADDR,OWNER_MAIL_CITY,OWNER_MAIL_STATE,OWNER_MAIL_ZIP,PARCEL_ID,LAST_SALE_YR,LAST_SALE_PRICE,JUST_VALUE,TENURE_YRS,OWNER_TYPE,ABSENTEE,STATUS,LOOKUP_URL
ORANGE GROVE HOME & RV PARK,647 NUNA AVENUE,FORT MYERS,FL,33905,(239) 694-5534,LEE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=LEE+county+FL+property+search+ORANGE+GROVE+HOME+%26+RV+PARK+FORT+MYERS
PARRAMORE'S CAMPGROUND,1675 CAMP SOUTH MOON RD,ASTOR,FL,32102,(749) 749-2721,VOLUSIA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=VOLUSIA+county+FL+property+search+PARRAMORE%27S+CAMPGROUND+ASTOR
PINE ISLAND FISH CAMP INC.,6808 LAKE GRIFFIN ROAD,LADY LAKE,FL,32159,(352) 753-2972,LAKE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=LAKE+county+FL+property+search+PINE+ISLAND+FISH+CAMP+INC.+LADY+LAKE
SHADY OAKS MHP & RV PARK,"34700 S HAINES CREEK ROAD, LOT O",LEESBURG,FL,34788,(352) 742-0234,LAKE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=LAKE+county+FL+property+search+SHADY+OAKS+MHP+%26+RV+PARK+LEESBURG
WESTRIDGE VILLAGE MOBILE HOME,902 WEST INTERSTATE 20,WEATHERFORD,TX,76086,(817) 594-0459,PARKER,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://esearch.parkercad.org/
WHISPERING PINES RV PARK,1700 NE 115TH AVENUE,SILVER SPRINGS,FL,34488,(352) 625-1295,MARION,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=MARION+county+FL+property+search+WHISPERING+PINES+RV+PARK+SILVER+SPRINGS
WILLOW LAKE RV PARK,1617 HERITAGE PARK RD,PRESCOTT,AZ,86301,NOT AVAILABLE,YAVAPAI,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://yavapaiaz.gov/departments/assessor
AL JONES TRAILER PARK,17890 SLATER ROAD,NORTH FORT MYERS,FL,33917,(239) 543-4081,LEE,14,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=LEE+county+FL+property+search+AL+JONES+TRAILER+PARK+NORTH+FORT+MYERS
BAY-VIEW TRAILER PARK,2133 TURNBULL BAY ROAD,NEW SMYRNA BEACH,FL,32168,NOT AVAILABLE,VOLUSIA,13,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=VOLUSIA+county+FL+property+search+BAY-VIEW+TRAILER+PARK+NEW+SMYRNA+BEACH
BELLA BELLA TRAILER PARK,14400 BELLA BELLA LANE,ODESSA,FL,33556,(813) 920-2403,PASCO,11,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=PASCO+county+FL+property+search+BELLA+BELLA+TRAILER+PARK+ODESSA
BON AIRE DELUXE TRAVELER COURT,760 SAN CARLOS DRIVE,FORT MYERS BEACH,FL,33931,(239) 218-3859,LEE,23,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=LEE+county+FL+property+search+BON+AIRE+DELUXE+TRAVELER+COURT+FORT+MYERS+BEACH
COLORADO COURT,118 COLORADO AVENUE,LAKELAND,FL,33801,(863) 559-2005,POLK,10,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=POLK+county+FL+property+search+COLORADO+COURT+LAKELAND
COUNTRY ACRES MOBILE HOME PARK,16001 TULIP TREE DRIVE,SPRING HILL,FL,34610,(727) 856-2889,PASCO,13,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=PASCO+county+FL+property+search+COUNTRY+ACRES+MOBILE+HOME+PARK+SPRING+HILL
COUNTRY ESTATES MHP,901 NE 95TH STREET,OCALA,FL,34479,(954) 520-1683,MARION,13,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=MARION+county+FL+property+search+COUNTRY+ESTATES+MHP+OCALA
COZY COURT MOTEL & MHP & RV,407 WOODLAND AVENUE,LAKELAND,FL,33801,(863) 665-4179,POLK,11,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=POLK+county+FL+property+search+COZY+COURT+MOTEL+%26+MHP+%26+RV+LAKELAND
CRESCENT COURT MHP A,527 W CRESCENT DRIVE,LAKELAND,FL,33809,(863) 559-9623,POLK,11,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=POLK+county+FL+property+search+CRESCENT+COURT+MHP+A+LAKELAND
CROSS COUNTRY MOTOR LODGE,5100 S PINE AVENUE,OCALA,FL,34470,(352) 288-9800,MARION,15,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=MARION+county+FL+property+search+CROSS+COUNTRY+MOTOR+LODGE+OCALA
DORA CANAL COURT,224 S LAKE AVENUE,TAVARES,FL,32778,(352) 343-6481,LAKE,14,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=LAKE+county+FL+property+search+DORA+CANAL+COURT+TAVARES
DRIFTWOOD VILLAGE,1709 RIDGEWOOD AVENUE S,EDGEWATER,FL,32132,(386) 428-2906,VOLUSIA,24,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=VOLUSIA+county+FL+property+search+DRIFTWOOD+VILLAGE+EDGEWATER
EL RAY TRAILER PARK,755 ESPANOLA AVENUE,ORMOND BEACH,FL,32174,NOT AVAILABLE,VOLUSIA,10,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=VOLUSIA+county+FL+property+search+EL+RAY+TRAILER+PARK+ORMOND+BEACH
EVERGREEN TRAILER PARK,145 TOUCHSTONE ROAD,NORTH FORT MYERS,FL,33903,(239) 936-6167,LEE,14,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=LEE+county+FL+property+search+EVERGREEN+TRAILER+PARK+NORTH+FORT+MYERS
FOREST OAK ESTATES,3804 N FLORIDA AVENUE,LAKELAND,FL,33805,(863) 682-8792,POLK,12,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=POLK+county+FL+property+search+FOREST+OAK+ESTATES+LAKELAND
GARLAND MOTOR COURT,4511 LAND O'LAKES BOULEVARD,LAND O' LAKES,FL,34639,(813) 996-2330,PASCO,12,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=PASCO+county+FL+property+search+GARLAND+MOTOR+COURT+LAND+O%27+LAKES
GILLESPIE VILLAGE,2911 LOCKWOOD RIDGE ROAD N,SARASOTA,FL,34234,(941) 953-6970,SARASOTA,20,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=SARASOTA+county+FL+property+search+GILLESPIE+VILLAGE+SARASOTA
GONZALEZ BROS. COURT,37219 GONZALEZ COURT,DADE CITY,FL,33525,(813) 714-4394,PASCO,15,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=PASCO+county+FL+property+search+GONZALEZ+BROS.+COURT+DADE+CITY
GREEN VILLAGE MOBILE HOME PARK,6025 NEW TAMPA HIGHWAY,LAKELAND,FL,33811,NOT AVAILABLE,POLK,10,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=POLK+county+FL+property+search+GREEN+VILLAGE+MOBILE+HOME+PARK+LAKELAND
HAPPY ACRES M H P,200 NW 73RD AVENUE,OCALA,FL,34482,(352) 598-8659,MARION,10,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=MARION+county+FL+property+search+HAPPY+ACRES+M+H+P+OCALA
HARBOR OAKS TRAILER PARK,5564 BAYSHORE DRIVE W,PONCE INLET,FL,32127,(386) 441-1874,VOLUSIA,10,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=VOLUSIA+county+FL+property+search+HARBOR+OAKS+TRAILER+PARK+PONCE+INLET
HAVENER TRAILER PARK,6637 AVENUE A,SARASOTA,FL,34231,(941) 924-2257,SARASOTA,17,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=SARASOTA+county+FL+property+search+HAVENER+TRAILER+PARK+SARASOTA
HELEN'S MOBILE HOME PARK,725 CHESTNUT ROAD,LAKELAND,FL,33801,(863) 422-4272,POLK,11,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=POLK+county+FL+property+search+HELEN%27S+MOBILE+HOME+PARK+LAKELAND
HICKORY GROVE MOBILE HOME PARK,1305 HOWELL AVENUE,BROOKSVILLE,FL,34601,(813) 679-1981,HERNANDO,18,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=HERNANDO+county+FL+property+search+HICKORY+GROVE+MOBILE+HOME+PARK+BROOKSVILLE
HILLSIDE TRAILER PARK,1247 LPGA BOULEVARD,HOLLY HILL,FL,32117,(386) 366-3480,VOLUSIA,20,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=VOLUSIA+county+FL+property+search+HILLSIDE+TRAILER+PARK+HOLLY+HILL
HOPE'S MOBILE HOME PARK,10950 SE 19 COURT,OCALA,FL,34480,(352) 368-1803,MARION,13,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=MARION+county+FL+property+search+HOPE%27S+MOBILE+HOME+PARK+OCALA
HOSTETLER TRAILER PARK,3471 BAHIA VISTA STREET,SARASOTA,FL,34239,(941) 650-0135,SARASOTA,21,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=SARASOTA+county+FL+property+search+HOSTETLER+TRAILER+PARK+SARASOTA
IDLEWILD TRAILER PARK,1149 IDLEWILD AVENUE,GREEN COVE SPRINGS,FL,32043,(904) 572-8315,CLAY,10,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=CLAY+county+FL+property+search+IDLEWILD+TRAILER+PARK+GREEN+COVE+SPRINGS
KATHLEEN OAK MHP,3625 KATHLEEN ROAD,LAKELAND,FL,33809,(863) 859-6630,POLK,16,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=POLK+county+FL+property+search+KATHLEEN+OAK+MHP+LAKELAND
KAY'S MOBILE HOME PARK,20046 JOSEPH LANE,LAND O' LAKES,FL,34639,(813) 996-4104,PASCO,13,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=PASCO+county+FL+property+search+KAY%27S+MOBILE+HOME+PARK+LAND+O%27+LAKES
KIMBALL COURT,38814 C AVENUE,ZEPHYRHILLS,FL,33542,(407) 876-3990,PASCO,22,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=PASCO+county+FL+property+search+KIMBALL+COURT+ZEPHYRHILLS
KINGSTON ACRES MOBILE HOME PARK,27966 OAKLAND DR,BONITA SPRINGS,FL,34135,(239) 992-2658,LEE,18,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=LEE+county+FL+property+search+KINGSTON+ACRES+MOBILE+HOME+PARK+BONITA+SPRINGS
KURRAS MOBILE VILLAGE,1090 N US 1 HIGHWAY,ORMOND BEACH,FL,32174,(386) 308-6961,VOLUSIA,12,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=VOLUSIA+county+FL+property+search+KURRAS+MOBILE+VILLAGE+ORMOND+BEACH
L AND L TRAILER PARK,1500 KAUFMAN AVENUE,SARASOTA,FL,34239,(941) 957-1937,SARASOTA,15,SMALL (<50),97,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=SARASOTA+county+FL+property+search+L+AND+L+TRAILER+PARK+SARASOTA
