NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,COUNTY,UNITS,SIZE,MARKET_SCORE,COUNTY_BONUS,SUBTO_SCORE,CASHFLOW_SCORE,TOTAL_SCORE,TIER,FLAGS
OAK TREE CIRCLE MOBILE HOME PARK,6012 STATE 471 ROAD,BUSHNELL,FL,33513,(352) 538-1503,MOBILE HOME PARK,SUMTER,24,SMALL (<50),40,15,30,12,97,A,
PASCO STATION TRAILER PARK,29105 STATE ROAD 52 W,SAN ANTONIO,FL,33576,(352) 588-3839,MOBILE HOME PARK,PASCO,10,SMALL (<50),40,15,30,12,97,A,
PAT'S MOBILE HOME PARK,6531 SE 25TH COURT,OCALA,FL,34480,(352) 629-0318,MOBILE HOME PARK,MARION,12,SMALL (<50),40,15,30,12,97,A,
PAUL'S MOBILE PARK,3800 US HIGHWAY 17 92 W,HAINES CITY,FL,33844,(863) 698-4908,MOBILE HOME PARK,POLK,18,SMALL (<50),40,15,30,12,97,A,
PINE COVE MOBILE HOME PARK,334 RECKER HIGHWAY,AUBURNDALE,FL,33823,(863) 551-3529,MOBILE HOME PARK,POLK,13,SMALL (<50),40,15,30,12,97,A,
PINE ISLAND COVE,7290 LADYFISH DRIVE,ST JAMES CITY,FL,33956,(239) 283-3100,MOBILE HOME PARK,LEE,11,LARGE (>100),40,15,30,12,97,A,
PINE LAKE PARK,4845 S ORANGE BLOSSOM TRAIL,KISSIMMEE,FL,34758,(407) 319-4017,MOBILE HOME PARK,OSCEOLA,17,SMALL (<50),40,15,30,12,97,A,
PINE VILLAGE MOBILE HOME PARK,10195 SE 36TH AVENUE,BELLEVIEW,FL,34420,(352) 821-6812,MOBILE HOME PARK,MARION,12,SMALL (<50),40,15,30,12,97,A,
PLEASANT VILLAGE,4531 GALL BOULEVARD,ZEPHYRHILLS,FL,33542,(813) 781-0540,MOBILE HOME PARK,PASCO,18,SMALL (<50),40,15,30,12,97,A,
PRICE TRAILER RENTALS,515 WOODLAND AVENUE,LAKELAND,FL,33801,(863) 666-2694,MOBILE HOME PARK,POLK,12,SMALL (<50),40,15,30,12,97,A,
REED CANAL TRAILER PARK,754 REED CANAL ROAD,SOUTH DAYTONA,FL,32119,(407) 312-4416,MOBILE HOME PARK,VOLUSIA,21,SMALL (<50),40,15,30,12,97,A,
RIVER'S EDGE WEST MOBILE HOME PARK,1051 N TAMIAMI TRAIL,NORTH FORT MYERS,FL,33903,(239) 995-1333,MOBILE HOME PARK,LEE,11,SMALL (<50),40,15,30,12,97,A,
"RIVER'S EDGE WEST, LLC",33 W NORTH SHORE AVENUE,NORTH FORT MYERS,FL,33903,(239) 995-3145,MOBILE HOME PARK,LEE,14,SMALL (<50),40,15,30,12,97,A,
ROSE BAY TRAILER PARK,5986 RIDGEWOOD AVENUE S,PORT ORANGE,FL,32127,NOT AVAILABLE,MOBILE HOME PARK,VOLUSIA,11,SMALL (<50),40,15,30,12,97,A,
RUSSELL'S RENTALS,19170 N HWY 441,ORANGE LAKE,FL,32681,(352) 216-2146,MOBILE HOME PARK,MARION,10,SMALL (<50),40,15,30,12,97,A,
RUSTIC ACRES MOBILE HOME PARK,7300 TERRACE DRIVE,HUDSON,FL,34667,(850) 476-1879,MOBILE HOME PARK,PASCO,24,SMALL (<50),40,15,30,12,97,A,
SAM'S MOBILE HOME PARK,340 RECKER HIGHWAY,AUBURNDALE,FL,33823,(813) 760-1834,MOBILE HOME PARK,POLK,16,SMALL (<50),40,15,30,12,97,A,
SARASOTA SUNNY SOUTH LLC,"2100 DOUD STREET, LOT 100",SARASOTA,FL,34231,(941) 921-4409,MOBILE HOME PARK,SARASOTA,20,MEDIUM (51-100),40,15,30,12,97,A,
SERENE MH COURT,2412 BROADWAY STREET,LAKELAND,FL,33801,(863) 248-5454,MOBILE HOME PARK,POLK,11,SMALL (<50),40,15,30,12,97,A,
SHADY ACRES MOBILE HOME PARK,4040 ALPINE ROAD,LAND O' LAKES,FL,34639,(813) 996-7898,MOBILE HOME PARK,PASCO,13,SMALL (<50),40,15,30,12,97,A,
SHADY NEST MOBILE HOME PARK,10446 HWY 44,LEESBURG,FL,34788,(352) 787-4243,MOBILE HOME PARK,LAKE,18,SMALL (<50),40,15,30,12,97,A,
SHADY OAKS MOBILE HOME PARK,11925 SE HWY 301 HIGHWAY,BELLEVIEW,FL,34420,NOT AVAILABLE,MOBILE HOME PARK,MARION,13,SMALL (<50),40,15,30,12,97,A,
SHROCKS TRAILER PARK,100 INGHAM ROAD,NEW SMYRNA BEACH,FL,32168,NOT AVAILABLE,MOBILE HOME PARK,VOLUSIA,18,SMALL (<50),40,15,30,12,97,A,
SKYVIEW ACRES MOBILE HOME PARK,5025 EMERSON ROAD,BROOKSVILLE,FL,34601,(813) 679-1981,MOBILE HOME PARK,HERNANDO,10,SMALL (<50),40,15,30,12,97,A,
SOUTH MOBILE VILLAGE,117 CENTER STREET,OAK HILL,FL,32759,NOT AVAILABLE,MOBILE HOME PARK,VOLUSIA,16,LARGE (>100),40,15,30,12,97,A,
SPIKER'S MOBILE HOME PARK,4010 SPIKER'S LANE,LAKE WALES,FL,33853,(863) 537-4801,MOBILE HOME PARK,POLK,18,SMALL (<50),40,15,30,12,97,A,
SUMTER GARDENS TRAILER PARK,133 SW 59TH LANE,BUSHNELL,FL,33513,(352) 793-7340,MOBILE HOME PARK,SUMTER,13,SMALL (<50),40,15,30,12,97,A,
SUNRISE TRAILER PARK INC.,20 GRANER DRIVE,FROSTPROOF,FL,33843,(863) 443-1115,MOBILE HOME PARK,POLK,12,SMALL (<50),40,15,30,12,97,A,
T & M'S MOBILE HOME PARK,400 BLOCK LEE STREET,AUBURNDALE,FL,33823,(863) 967-5766,MOBILE HOME PARK,POLK,14,SMALL (<50),40,15,30,12,97,A,
THE TRAILER PARK,4357 CR 134,WILDWOOD,FL,34785,(352) 748-0876,MOBILE HOME PARK,SUMTER,10,SMALL (<50),40,15,30,12,97,A,
TRANQUIL TRAILER COURT,720-780 E ALFRED STREET,TAVARES,FL,32778,(352) 343-2214,MOBILE HOME PARK,LAKE,24,SMALL (<50),40,15,30,12,97,A,
TROPICANA TRAILER PARK,2010 LAND O' LAKES BOULEVARD,LUTZ,FL,33558,(813) 949-7000,MOBILE HOME PARK,PASCO,13,SMALL (<50),40,15,30,12,97,A,
TWIN PALMS TRAILER PARK,35301 CROSS ROAD,FRUITLAND PARK,FL,34731,(772) 579-8343,MOBILE HOME PARK,LAKE,23,SMALL (<50),40,15,30,12,97,A,
UNITED TRAILER PARK,120 S FORTNER AVENUE,LAKELAND,FL,33801,(863) 688-8801,MOBILE HOME PARK,POLK,11,SMALL (<50),40,15,30,12,97,A,
VAN'S MOBILE HOME PARK,36121 PAT ROAD,DADE CITY,FL,33525,(352) 567-7305,MOBILE HOME PARK,PASCO,18,SMALL (<50),40,15,30,12,97,A,
VILLA TRAILER PARK,1283 BLANDING BOULEVARD,ORANGE PARK,FL,32065,(904) 272-0857,MOBILE HOME PARK,CLAY,11,SMALL (<50),40,15,30,12,97,A,
WHIPPLE'S RUSTIC LODGE,21312 RUSTIC LODGE LANE,LAND O' LAKES,FL,34639,(813) 948-0012,MOBILE HOME PARK,PASCO,10,SMALL (<50),40,15,30,12,97,A,
WHISPERING PINES M H P,11930 SE HWY 484,BELLEVIEW,FL,34420,(352) 362-4612,MOBILE HOME PARK,MARION,15,SMALL (<50),40,15,30,12,97,A,
ZUBER'S MOBILE HOME PARK,551 COMMONWEALTH BOULEVARD,PORT ORANGE,FL,32127,(386) 761-5214,MOBILE HOME PARK,VOLUSIA,12,LARGE (>100),40,15,30,12,97,A,
ARIPEKA WEST MOBILE HOME COURT,9230 ELMIRA AVENUE,BAYONET POINT,FL,34667,(727) 868-9324,MOBILE HOME PARK,PASCO,90,MEDIUM (51-100),40,15,26,15,96,A,
BELLE GROVES VILLAGE,624 301 BOULEVARD E,BRADENTON,FL,34203,(941) 755-8080,MOBILE HOME PARK,MANATEE,88,MEDIUM (51-100),40,15,26,15,96,A,
BLUE GABLES TRAILER PARK,302 RIDGEWOOD AVENUE S,EDGEWATER,FL,32132,(386) 424-6155,MOBILE HOME PARK,VOLUSIA,62,MEDIUM (51-100),40,15,26,15,96,A,
CHAPMAN'S MHP,5600 NEW TAMPA HIGHWAY,LAKELAND,FL,33815,(863) 294-3681,MOBILE HOME PARK,POLK,74,SMALL (<50),40,15,26,15,96,A,
CHRISTMAS TREE TRAILER PARK,2400 HUTCHINS ROAD,FORT MEADE,FL,33841,(863) 773-2122,MOBILE HOME PARK,POLK,76,MEDIUM (51-100),40,15,26,15,96,A,
CLASSIC OAKS VILLAGE,255 NW 40TH AVENUE,OCALA,FL,34482,(352) 351-5334,MOBILE HOME PARK,MARION,84,MEDIUM (51-100),40,15,26,15,96,A,
COUNTRY CLUB MANOR,1701 N HWY 19 1,EUSTIS,FL,32726,(352) 357-6644,MOBILE HOME PARK,LAKE,76,MEDIUM (51-100),40,15,26,15,96,A,
COUNTRY LIFE MHP LLC,1320 ROSCOE DRIVE,KISSIMMEE,FL,34741,(407) 932-0898,MOBILE HOME PARK,OSCEOLA,75,MEDIUM (51-100),40,15,26,15,96,A,
COUNTRY LIFE PARK 1,3813 VICTOR BOULEVARD,LEESBURG,FL,34748,(321) 438-7186,MOBILE HOME PARK,LAKE,99,MEDIUM (51-100),40,15,26,15,96,A,
COUNTRY LIFE PARK 2,84 DIAMOND BOULEVARD,LEESBURG,FL,34748,(321) 438-7186,MOBILE HOME PARK,LAKE,98,MEDIUM (51-100),40,15,26,15,96,A,
COUNTRY RETREAT INC,921 FAITH CIRCLE E,BRADENTON,FL,34212,(941) 955-8338,MOBILE HOME PARK,MANATEE,76,MEDIUM (51-100),40,15,26,15,96,A,
COUNTRY SQUIRE MOBILE HOME VILLAGE,6 COUNTRY SQUIRE ROAD,PAISLEY,FL,32767,(352) 669-3107,MOBILE HOME PARK,LAKE,96,MEDIUM (51-100),40,15,26,15,96,A,
COUNTRY VILLAGE MOBILE HOME PARK,10532 BECOMING DRIVE,HUDSON,FL,34667,(727) 868-1510,MOBILE HOME PARK,PASCO,79,MEDIUM (51-100),40,15,26,15,96,A,
COUNTRYSIDE VILLAGE MHP,9063 GETTIE DRIVE,BROOKSVILLE,FL,34613,(352) 596-5086,MOBILE HOME PARK,HERNANDO,82,MEDIUM (51-100),40,15,26,15,96,A,
FISHERMAN'S COVE,36100 DOCKSIDE PLACE,DADE CITY,FL,33525,(352) 521-3601,MOBILE HOME PARK,PASCO,99,MEDIUM (51-100),40,15,26,15,96,A,
GARDEN MOBILE VILLAGE,2026 15TH STREET,WINTER HAVEN,FL,33880,(863) 299-7193,MOBILE HOME PARK,POLK,67,MEDIUM (51-100),40,15,26,15,96,A,
GOLDEN POND VILLAGE MHP,2805 SE 110 STREET,OCALA,FL,34480,(352) 245-2334,MOBILE HOME PARK,MARION,81,MEDIUM (51-100),40,15,26,15,96,A,
GROVE SHORES MOBILE COLONY,82 STEBBINS DRIVE,WINTER HAVEN,FL,33884,(863) 324-1400,MOBILE HOME PARK,POLK,80,MEDIUM (51-100),40,15,26,15,96,A,
LAKE FOX VILLAGE LLP,4950 CYPRESS GARDEN ROAD,WINTER HAVEN,FL,33884,(863) 324-5689,MOBILE HOME PARK,POLK,78,MEDIUM (51-100),40,15,26,15,96,A,
LAKE PADGETT MOBILE HOME VILLAGE,21318 ENTRY WAY,LAND O' LAKES,FL,34639,(813) 949-6313,MOBILE HOME PARK,PASCO,73,MEDIUM (51-100),40,15,26,15,96,A,
LAKESIDE ESTATES,200 DEVAULT STREET,UMATILLA,FL,32784,NOT AVAILABLE,MOBILE HOME PARK,LAKE,67,MEDIUM (51-100),40,15,26,15,96,A,
LAKESIDE OAKS MOBILE PARK,36442 LAUREL LANE,DADE CITY,FL,33525,(352) 567-1269,MOBILE HOME PARK,PASCO,69,MEDIUM (51-100),40,15,26,15,96,A,
LLOYDS TRAILER PARK,1419 26TH AVENUE W,BRADENTON,FL,34205,(941) 714-0107,MOBILE HOME PARK,MANATEE,64,MEDIUM (51-100),40,15,26,15,96,A,
LONE OAK TRAILER PARK,115 10TH STREET W,PALMETTO,FL,34221,(941) 722-2039,MOBILE HOME PARK,MANATEE,98,MEDIUM (51-100),40,15,26,15,96,A,
MAY GROVE MOBILE HOME PARK,1725 GIBSONIA GALLOWAY ROAD,LAKELAND,FL,33810,(863) 858-5826,MOBILE HOME PARK,POLK,81,MEDIUM (51-100),40,15,26,15,96,A,
MEL MAR VILLAGE,2802 14TH STREET W,BRADENTON,FL,34205,(941) 746-7158,MOBILE HOME PARK,MANATEE,81,MEDIUM (51-100),40,15,26,15,96,A,
MELODY ACRES I,5500 NEW TAMPA HIGHWAY,LAKELAND,FL,33815,NOT AVAILABLE,MOBILE HOME PARK,POLK,72,SMALL (<50),40,15,26,15,96,A,
OAK BEND MOBILE HOME PARK,14818 SHARK STREET,HUDSON,FL,34667,(727) 868-8293,MOBILE HOME PARK,PASCO,71,MEDIUM (51-100),40,15,26,15,96,A,
OAK HILL MOBILE HOME PARK,1331 OAKHILL STREET W,LAKELAND,FL,33801,(863) 688-2843,MOBILE HOME PARK,POLK,79,MEDIUM (51-100),40,15,26,15,96,A,
ORANGE GROVE MOBILE HOME PARK,2615 CORTEZ ROAD W,BRADENTON,FL,34207,(941) 373-9378,MOBILE HOME PARK,MANATEE,99,MEDIUM (51-100),40,15,26,15,96,A,
PALM GROVE MOBILE HOME PARK,"6505 HWY 301 N, LOT B-4",ELLENTON,FL,34222,(941) 792-8019,MOBILE HOME PARK,MANATEE,74,MEDIUM (51-100),40,15,26,15,96,A,
PALM SHORES MOBILE VILLAGE INC,1 E LANE,LAKE ALFRED,FL,33850,(863) 956-2162,MOBILE HOME PARK,POLK,94,MEDIUM (51-100),40,15,26,15,96,A,
PEACE RIVER VILLAGE,"2405 STATE ROAD 60 E, LOT 21",BARTOW,FL,33830,(863) 533-7823,MOBILE HOME PARK,POLK,90,MEDIUM (51-100),40,15,26,15,96,A,
PINE HAVEN MOBILE COURT,6320 14TH STREET W,BRADENTON,FL,34207,(941) 955-8338,MOBILE HOME PARK,MANATEE,76,SMALL (<50),40,15,26,15,96,A,
PINE LAKE MOBILE HOME PARK,7805 US HIGHWAY 98 NORTH,LAKELAND,FL,33809,(863) 645-1206,MOBILE HOME PARK,POLK,90,MEDIUM (51-100),40,15,26,15,96,A,
PINES TRAILER PARK,103 CHURCH AVENUE,BRADENTON BEACH,FL,34217,(941) 778-2654,MOBILE HOME PARK,MANATEE,88,MEDIUM (51-100),40,15,26,15,96,A,
PINK CITRUS TRAILER PARK,15061 STRINGFELLOW ROAD,BOKEELIA,FL,33922,(239) 282-5583,MOBILE HOME PARK,LEE,92,MEDIUM (51-100),40,15,26,15,96,A,
RAINBOW VILLAGE MHP,1015 12TH AVENUE W,PALMETTO,FL,34221,(941) 722-5148,MOBILE HOME PARK,MANATEE,72,MEDIUM (51-100),40,15,26,15,96,A,
RAINTREE VILLAGE LLC,199 RAINTREE CIRCLE,DELAND,FL,32724,(386) 717-5647,MOBILE HOME PARK,VOLUSIA,93,LARGE (>100),40,15,26,15,96,A,
RIVER BEND PARK VILLAGE INC.,5330 GREEN KEY ROAD,NEW PORT RICHEY,FL,34652,(727) 846-1769,MOBILE HOME PARK,PASCO,90,MEDIUM (51-100),40,15,26,15,96,A,
RIVERSIDE MHP LLC,5277 S RIDGEWOOD AVENUE,PORT ORANGE,FL,32128,(386) 761-7167,MOBILE HOME PARK,VOLUSIA,92,LARGE (>100),40,15,26,15,96,A,
RIVERSIDE TRAILER PARK,246 RIVERSIDE DRIVE,HOLLY HILL,FL,32117,(386) 253-7929,MOBILE HOME PARK,VOLUSIA,70,MEDIUM (51-100),40,15,26,15,96,A,
SHADY OAKS,1320 HAND AVENUE,ORMOND BEACH,FL,32174,NOT AVAILABLE,MOBILE HOME PARK,VOLUSIA,87,MEDIUM (51-100),40,15,26,15,96,A,
SHANGRI-LA MOBILE HOME VILLAGE,1310 FLEMING AVENUE,ORMOND BEACH,FL,32174,(386) 672-1276,MOBILE HOME PARK,VOLUSIA,98,MEDIUM (51-100),40,15,26,15,96,A,
SUNNY ACRES MOBILE HOME PARK,5210 14TH STREET W,BRADENTON,FL,34207,(904) 771-5878,MOBILE HOME PARK,MANATEE,64,MEDIUM (51-100),40,15,26,15,96,A,
SUNSET BY THE LAKE,180 SUNSET DRIVE,LAKE ALFRED,FL,33850,(863) 956-3182,MOBILE HOME PARK,POLK,91,MEDIUM (51-100),40,15,26,15,96,A,
SUNSHINE VILLAGE MH & RV COMM LLC,10129 SE 22ND PATH,WEBSTER,FL,33597,(352) 793-8626,MOBILE HOME PARK,SUMTER,64,MEDIUM (51-100),40,15,26,15,96,A,
SWISS VILLAGE MOBILE HOME PARK,OLD LUCERNE PARK ROAD,WINTER HAVEN,FL,33880,(863) 647-1581,MOBILE HOME PARK,POLK,83,LARGE (>100),40,15,26,15,96,A,
TANGLEWOOD VILLAGE MH PARK,2230 TANGLEWOOD DRIVE,LAKELAND,FL,33801,(407) 654-8675,MOBILE HOME PARK,POLK,63,SMALL (<50),40,15,26,15,96,A,
TICE MOBILE HOME R V COURT,541 NEW YORK DRIVE,FORT MYERS,FL,33905,(239) 694-3545,MOBILE HOME PARK,LEE,71,LARGE (>100),40,15,26,15,96,A,
TIMBER VILLAGE MOBILE HOME PK,15130-6 TIMBER VILLAGE ROAD,GROVELAND,FL,34736,(863) 318-1890,MOBILE HOME PARK,LAKE,99,MEDIUM (51-100),40,15,26,15,96,A,
TROPICAL TRAILER PARK,1825 LINHART AVENUE,FORT MYERS,FL,33901,(239) 332-0019,MOBILE HOME PARK,LEE,90,LARGE (>100),40,15,26,15,96,A,
WHISPERING OAKS LLP,6787 SE 125TH STREET,BELLEVIEW,FL,34420,(352) 347-2631,MOBILE HOME PARK,MARION,64,SMALL (<50),40,15,26,15,96,A,
WHISPERING OAKS MOBILE HOME PARK,1510 N ROYAL STREET,KISSIMMEE,FL,34744,(407) 933-2350,MOBILE HOME PARK,OSCEOLA,76,MEDIUM (51-100),40,15,26,15,96,A,
WILDWOOD MOBILE HOME VILLAGE,827 HURON STREET,WILDWOOD,FL,34785,(352) 748-0795,MOBILE HOME PARK,SUMTER,80,LARGE (>100),40,15,26,15,96,A,
WILHELM'S MOBILE HOME PARK,6330 14TH STREET W,BRADENTON,FL,34207,(941) 755-2230,MOBILE HOME PARK,MANATEE,90,MEDIUM (51-100),40,15,26,15,96,A,
WINDSOR MOBILE HOME VILLAGE,4630 S ORANGE BLOSSOM TRAIL,KISSIMMEE,FL,34758,(407) 933-5331,MOBILE HOME PARK,OSCEOLA,92,MEDIUM (51-100),40,15,26,15,96,A,
21 PALMS ON LAKE JULIANA INC.,584 STATE 559 ROAD,AUBURNDALE,FL,33823,(863) 984-1843,MOBILE HOME PARK,POLK,35,SMALL (<50),40,15,24,15,94,A,
AFFORDABLE RENTALS MHP,300 SW 40 AVENUE,OCALA,FL,34474,(352) 368-5641,MOBILE HOME PARK,MARION,29,SMALL (<50),40,15,24,15,94,A,
ARROW WOOD MHP,3305 SKYVIEW DRIVE,LAKELAND,FL,33801,(863) 865-8751,MOBILE HOME PARK,POLK,26,SMALL (<50),40,15,24,15,94,A,
ASPEN TERRACE I MHP,810 MASON AVENUE,DAYTONA BEACH,FL,32114,(386) 235-4360,MOBILE HOME PARK,VOLUSIA,43,MEDIUM (51-100),40,15,24,15,94,A,
BANYAN BEACH MOTEL & MHP LLC,1630 6TH STREET NW,WINTER HAVEN,FL,33880,(863) 293-3658,MOBILE HOME PARK,POLK,29,SMALL (<50),40,15,24,15,94,A,
BAY PALMS MOBILE HOME PARK,25163 MARION AVENUE,PUNTA GORDA,FL,33950,NOT AVAILABLE,MOBILE HOME PARK,CHARLOTTE,45,SMALL (<50),40,15,24,15,94,A,
BEACH MOBILE PARK,"32405 BEACH PARK ROAD, LOT 77",LEESBURG,FL,34788,(352) 343-6562,MOBILE HOME PARK,LAKE,51,LARGE (>100),40,15,24,15,94,A,
"BEACH STREET MANORS, LLC II",126 BEACH MANOR COURT,DAYTONA BEACH,FL,32114,(386) 257-9899,MOBILE HOME PARK,VOLUSIA,32,SMALL (<50),40,15,24,15,94,A,
BONITA HEIGHTS PARK COOPERATIVE,"3650 BONITA BEACH ROAD, LOT 28",BONITA SPRINGS,FL,34134,(239) 826-9044,MOBILE HOME PARK,LEE,34,SMALL (<50),40,15,24,15,94,A,
BREEZY OAKS,712 W JEFFERSON STREET,BROOKSVILLE,FL,34601,(352) 585-8014,MOBILE HOME PARK,HERNANDO,29,SMALL (<50),40,15,24,15,94,A,
BRIARWOOD ESTATES MHP,5310 DEESON ROAD,LAKELAND,FL,33809,(863) 859-2564,MOBILE HOME PARK,POLK,60,SMALL (<50),40,15,24,15,94,A,
BROWNS ROLLING HOME ESTATE,2540 N JOHN YOUNG PARKWAY,KISSIMMEE,FL,34741,(561) 278-7073,MOBILE HOME PARK,OSCEOLA,41,SMALL (<50),40,15,24,15,94,A,
CAMP LESTER INC,14400 REESE DRIVE,LAKE WALES,FL,33898,(863) 696-1123,MOBILE HOME PARK,POLK,26,SMALL (<50),40,15,24,15,94,A,
CAMP ROSALIE,3000 CAMP ROSALIE ROAD,LAKE WALES,FL,33898,(863) 589-2067,MOBILE HOME PARK,POLK,59,MEDIUM (51-100),40,15,24,15,94,A,
CAMP TIGER FISH CAMP,1731 SAM KEENE ROAD,LAKE WALES,FL,33898,(863) 692-1586,MOBILE HOME PARK,POLK,45,SMALL (<50),40,15,24,15,94,A,
CAP-N-MAC MOBILE HOME PARK,8365 MAIN STREET,BOKEELIA,FL,33922,(239) 283-7946,MOBILE HOME PARK,LEE,30,SMALL (<50),40,15,24,15,94,A,
CHAR-EL MOBILE HOME PARK LLC,2600 WEST HIGHLAND STREET,LAKELAND,FL,33801,(863) 937-8990,MOBILE HOME PARK,POLK,30,SMALL (<50),40,15,24,15,94,A,
CORTEZ PLAZA MOBILE PARK,616 CORTEZ ROAD W,BRADENTON,FL,34205,(941) 756-0906,MOBILE HOME PARK,MANATEE,57,MEDIUM (51-100),40,15,24,15,94,A,
CROFT MOBILE HOME PARK,BROOKS STREET,EATON PARK,FL,33840,(863) 665-6921,MOBILE HOME PARK,POLK,27,SMALL (<50),40,15,24,15,94,A,
CRYSTAL SPRINGS M H P,13914 NW HWY 27,OCALA,FL,34474,(352) 622-5809,MOBILE HOME PARK,MARION,29,SMALL (<50),40,15,24,15,94,A,
CYPRESS COVE MH COMMUNITY,11100 SYCAMORE LANE,LEESBURG,FL,34788,NOT AVAILABLE,MOBILE HOME PARK,LAKE,39,SMALL (<50),40,15,24,15,94,A,
CYPRESS COVE MOBILE HOME PARK,643 MATHEW ROAD,LAKELAND,FL,33801,(727) 686-2700,MOBILE HOME PARK,POLK,54,MEDIUM (51-100),40,15,24,15,94,A,
CYPRESS KNEE COVE,3300 CANAL ROAD,LAKE WALES,FL,33898,(863) 439-5130,MOBILE HOME PARK,POLK,32,SMALL (<50),40,15,24,15,94,A,
DAYTONA TWIN OAKS,2300 NOVA ROAD S,SOUTH DAYTONA,FL,32119,(386) 405-8324,MOBILE HOME PARK,VOLUSIA,50,SMALL (<50),40,15,24,15,94,A,
EAGLEWOOD MOBILE HOME PARK,4989 E SR-44,WILDWOOD,FL,34785,(352) 321-2071,MOBILE HOME PARK,SUMTER,35,SMALL (<50),40,15,24,15,94,A,
EVERGREEN MOTEL & MH PARK,6650 NEW TAMPA HIGHWAY,LAKELAND,FL,33801,(863) 698-4910,MOBILE HOME PARK,POLK,36,SMALL (<50),40,15,24,15,94,A,
FINSBURY PARK,16547 SE 95TH STREET ROAD,OCKLAWAHA,FL,32179,(352) 499-0125,MOBILE HOME PARK,MARION,25,SMALL (<50),40,15,24,15,94,A,
FLORILAND MOBILE HOME PARK,2500 VOLUSIA AVENUE N,ORANGE CITY,FL,32763,(386) 775-6448,MOBILE HOME PARK,VOLUSIA,40,SMALL (<50),40,15,24,15,94,A,
FOX MOBILE HOME & R.V. PARK,2020 QUEEN STREET,NORTH FORT MYERS,FL,33917,(239) 995-4695,MOBILE HOME PARK,LEE,55,SMALL (<50),40,15,24,15,94,A,
FRIENDLY SHORES MOBILE HOME PARK,"2201 RIDGEWOOD AVENUE, UNIT 40",EDGEWATER,FL,32141,(386) 423-4650,MOBILE HOME PARK,VOLUSIA,44,SMALL (<50),40,15,24,15,94,A,
G & H MOBILE HOME PARK,1501 G AND H DRIVE,KISSIMMEE,FL,34744,(407) 932-4348,MOBILE HOME PARK,OSCEOLA,34,SMALL (<50),40,15,24,15,94,A,
GOLDEN WINGS MHP,2709 PROVIDENCE ROAD,LAKELAND,FL,33805,(863) 686-0736,MOBILE HOME PARK,POLK,46,SMALL (<50),40,15,24,15,94,A,
GRANADA RV & MOBILE HOME PARK,19 YONGE STREET N,ORMOND BEACH,FL,32174,(386) 882-4867,MOBILE HOME PARK,VOLUSIA,37,SMALL (<50),40,15,24,15,94,A,
GREEN OAKS MANOR,6407 SE 108 STREET,BELLEVIEW,FL,34420,(352) 503-7114,MOBILE HOME PARK,MARION,39,SMALL (<50),40,15,24,15,94,A,
GROVELAND MOTEL & MOBILE HOMES,896 E MYERS BOULEVARD,MASCOTTE,FL,34753,(352) 429-2655,MOBILE HOME PARK,LAKE,30,SMALL (<50),40,15,24,15,94,A,
GULF BREEZE MOBILE HOME PARK OF HUDSON,7530 MARYLAND AVENUE,HUDSON,FL,34669,(727) 697-1750,MOBILE HOME PARK,PASCO,39,SMALL (<50),40,15,24,15,94,A,
"GULFSIDE MHP, LLC",5219 LIMIT DRIVE,NEW PORT RICHEY,FL,34652,(727) 484-6951,MOBILE HOME PARK,PASCO,49,SMALL (<50),40,15,24,15,94,A,
HARBOR OAKS HOMEOWNERS COOP. INC.,03990 PICCIOLA ROAD,FRUITLAND PARK,FL,34731,(352) 787-1908,MOBILE HOME PARK,LAKE,28,LARGE (>100),40,15,24,15,94,A,
HAVEN ON LAKE HARRIS,32321 HAVEN COURT,LEESBURG,FL,34788,(352) 383-3435,MOBILE HOME PARK,LAKE,36,SMALL (<50),40,15,24,15,94,A,
HAWTHORNE AT LEESBURG,100 HAWTHORNE BOULEVARD,LEESBURG,FL,34748,(352) 787-1369,MOBILE HOME PARK,LAKE,41,LARGE (>100),40,15,24,15,94,A,
HI-WAY & SHORES MOBILE HOME PARK,4901 HIGHWAY 301,ELLENTON,FL,34222,(941) 722-7059,MOBILE HOME PARK,MANATEE,33,SMALL (<50),40,15,24,15,94,A,
HIBISCUS GARDENS,5900 NEW TAMPA HIGHWAY,LAKELAND,FL,33801,(863) 683-7518,MOBILE HOME PARK,POLK,25,SMALL (<50),40,15,24,15,94,A,
HIDE A WAY HARBOR,48 HARBOR CIRCLE,ASTATULA,FL,34705,(352) 742-1885,MOBILE HOME PARK,LAKE,35,SMALL (<50),40,15,24,15,94,A,
HIDEAWAY MOBILE HOME PARK,3860 DOCTORS LAKE DRIVE,ORANGE PARK,FL,32065,(904) 251-4403,MOBILE HOME PARK,CLAY,49,SMALL (<50),40,15,24,15,94,A,
HILLTOP RENTALS LLC,20 OLEANDER CIRCLE,LAKELAND,FL,33801,(863) 683-0459,MOBILE HOME PARK,POLK,46,SMALL (<50),40,15,24,15,94,A,
HOLIDAY MOBILE HOME PARK,7515 DECEMBER DRIVE,PORT RICHEY,FL,34668,(407) 405-6207,MOBILE HOME PARK,PASCO,55,MEDIUM (51-100),40,15,24,15,94,A,
ISTACHATTA MOBILE HOME PARK,"28065 FREEWALT STREET, LOT 23",BROOKSVILLE,FL,34601,(352) 799-0522,MOBILE HOME PARK,HERNANDO,25,SMALL (<50),40,15,24,15,94,A,
