NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,COUNTY,UNITS,SIZE,MARKET_SCORE,COUNTY_BONUS,SUBTO_SCORE,CASHFLOW_SCORE,TOTAL_SCORE,TIER,FLAGS
PINE VIEW MHP,1357 OTTER RD,STURGIS,SD,57785,NOT AVAILABLE,MOBILE HOME PARK,MEADE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PINE VISTA LIMITED,N750 GOLF ROAD,PRAIRIE DU SAC,WI,53578,(608) 643-8688,MOBILE HOME PARK,COLUMBIA,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PINECROFT MOBILE HOME COURT,NOT AVAILABLE,NOT AVAILABLE,PA,NOT AVAILABLE,NOT AVAILABLE,MOBILE HOME PARK,BLAIR,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PINEHAVEN TRAILER PARK,1224 UNION STREET,BROOKHAVEN,MS,39601,(601) 833-1461,MOBILE HOME PARK,LINCOLN,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PINEHILLS,110 N MICHIGAN ST,LAWRENCE,KS,66044,NOT AVAILABLE,MOBILE HOME PARK,DOUGLAS,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PINES MOBILE HOME VILLAGE,865 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,(517) 269-8331,MOBILE HOME PARK,HURON,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PINES TRAILER PARK,8000 HAMILTON AVENUE,CINCINNATI,OH,45231,(513) 521-9049,MOBILE HOME PARK,HAMILTON,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PINEVIEW ESTATES,5730 FARMERSVL WEST CARROLLTN ROAD,MIAMISBURG,OH,45342,(937) 866-1055,MOBILE HOME PARK,MONTGOMERY,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PINEVIEW MANOR PARK,RR 1 BOX,NEW STANTON,PA,15672,(724) 925-3345,MOBILE HOME PARK,WESTMORELAND,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PINEVIEW TRAILER COURT,W27091 US HIGHWAY 10,ELEVA,WI,54738,NOT AVAILABLE,MOBILE HOME PARK,TREMPEALEAU,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PINEWOOD CREEK ASSOCIATES,614 MAPLE LANE,COLUMBUS,MI,48063,(810) 727-3611,MOBILE HOME PARK,ST CLAIR,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PINEWOOD VILLAGE,1136 NORTH DETROIT STREET,XENIA,OH,45385,(937) 372-1577,MOBILE HOME PARK,GREENE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PIONEER VILLAGE,204 NORTH 8TH STREET,COUNCIL GROVE,KS,66846,(316) 767-5286,MOBILE HOME PARK,MORRIS,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PITCHER PARK VILLAGE,5200 PITCHER PARK VLG,DEVILS LAKE,ND,58301,(701) 662-8776,MOBILE HOME PARK,RAMSEY,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PK MOBILE HOME PARK,6125 TELEGRAPH ROAD,TOLEDO,OH,43612,NOT AVAILABLE,MOBILE HOME PARK,LUCAS,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLAINSVIEW MOBILE MANOR,125 WESTGATE ROAD,BOX ELDER,SD,57719,(605) 923-1600,MOBILE HOME PARK,PENNINGTON,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLAUCHE'S LITTLE ACRES,152 PLAUCHE DRIVE,CARENCRO,LA,70520,(318) 896-0534,MOBILE HOME PARK,LAFAYETTE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PLAZA ACRES MOBILE HOMES,400 MILL STREET,BELTON,MO,64012,(816) 331-2152,MOBILE HOME PARK,CASS,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PLAZA MOBILE HOME COURT,926 NORTH 3RD STREET #26,CLINTON,MO,64735,(660) 885-4215,MOBILE HOME PARK,HENRY,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PLAZA TRAILER COURT,2 BARKLEY DRIVE,PERU,IN,46970,(765) 472-4534,MOBILE HOME PARK,MIAMI,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PLEASANT ACRES,362 EVANS LN,SPEARFISH,SD,57783,NOT AVAILABLE,MOBILE HOME PARK,LAWRENCE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PLEASANT OAK MOBILE HOME COURT,1002 CLAIR STREET,CEDAR FALLS,IA,52242,(319) 266-9695,MOBILE HOME PARK,BLACK HAWK,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PLEASANT OAKS MOBILE HOME PARK,11460 FLORIDA BLVD,WALKER,LA,70785,NOT AVAILABLE,MOBILE HOME PARK,LIVINGSTON,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLEASANT PARK MOBILE HOME COURT,2611 UPPER RIVER ROAD,GREAT FALLS,MT,59405,(406) 453-9797,MOBILE HOME PARK,CASCADE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PLEASANT VALLEY ESTATES MHP,65 PLEASANT VALLEY ESTATES,CLAREMONT,NH,03743,(603) 542-9470,MOBILE HOME PARK,SULLIVAN,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLEASANT VALLEY MOBILE PARK,4333 PARKRIDGE AVENUE #117,PLEASANT HILL,IA,52242,(515) 265-4320,MOBILE HOME PARK,POLK,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLEASANT VALLEY PARK,808 STANLEY STREET,LOGANSPORT,IN,46947,(219) 753-8578,MOBILE HOME PARK,CASS,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLEASANT VIEW ESTATES,73100 COUNTY ROAD 388 #1,SOUTH HAVEN,MI,49090,(616) 637-4593,MOBILE HOME PARK,VAN BUREN,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLEASANT VIEW ESTATES,6020 FORT JENKINS LANE,BLOOMSBURG,PA,17815,(570) 752-3567,MOBILE HOME PARK,COLUMBIA,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLEASANT VIEW MHP,7604 RED ARROW HIGHWAY,WATERVLIET,MI,49098,(616) 463-7721,MOBILE HOME PARK,BERRIEN,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLEASANT VIEW MHP,SOUTH MAIN STREET,WESTBY,WI,54667,(608) 634-4017,MOBILE HOME PARK,VERNON,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLEASANT VIEW MHP,363 STONE CHURCH ROAD,BERWICK,PA,18603,(570) 752-4932,MOBILE HOME PARK,LUZERNE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLEASANT VIEW VILLAGE,2351 GERANIUM AVENUE NORTHEAST,CANTON,OH,44705,(330) 454-2502,MOBILE HOME PARK,STARK,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PLEASANT VILLAGE MHP,2922 WEST COLISEUM BOULEVARD #64,FORT WAYNE,IN,46808,(219) 482-1728,MOBILE HOME PARK,ALLEN,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PLOVER POINT MANOR,4101 HOOVER AVENUE,PLOVER,WI,54467,(715) 344-5204,MOBILE HOME PARK,PORTAGE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PLUM CITY TRAILER COURT,300 COURT ROAD #18,PLUM CITY,WI,54761,(715) 647-5243,MOBILE HOME PARK,PIERCE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PONDEROSA MANOR MOBILE HOME,430 PONDEROSA DRIVE,ELIZABETHTOWN,KY,42701,(502) 737-7885,MOBILE HOME PARK,HARDIN,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PONDEROSA MOBILE HOME RANCH,4398 UNIVERSAL DR,RAPID CITY,SD,57702,NOT AVAILABLE,MOBILE HOME PARK,PENNINGTON,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PONDEROSA PARK,3737 CHISHOLM TRAIL,DAVENPORT,IA,52242,(319) 322-7257,MOBILE HOME PARK,SCOTT,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PONDEROSA TRAILER PARK,2440 LOW DUTCH ROAD,GETTYSBURG,PA,17325,(717) 334-6672,MOBILE HOME PARK,ADAMS,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PONDEROSA VILLAGE,2205 GORDON ROAD,CHEYENNE,WY,82007,(307) 634-6637,MOBILE HOME PARK,LARAMIE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PONY EXPRESS MOBILE HOME COURT,511 NORTH 36TH STREET,ST JOSEPH,MO,64506,(816) 279-2791,MOBILE HOME PARK,BUCHANAN,,SMALL (<50),26,0,26,9,61,B,unit count unknown
POOLER TRAILER COURT,5 GROVE,WATERVILLE,ME,04901,(207) 872-6432,MOBILE HOME PARK,KENNEBEC,,SMALL (<50),26,0,26,9,61,B,unit count unknown
POTTER MHP,4470 9TH STREET,ECORSE,MI,48229,(313) 381-5611,MOBILE HOME PARK,WAYNE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
POWDERHOUSE PARK,5309 E RYAN PL,SIOUX FALLS,SD,57110,NOT AVAILABLE,MOBILE HOME PARK,MINNEHAHA,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
POYNETTE MOBILE HOME ESTATES,117 PINE STREET,POYNETTE,WI,53955,(608) 635-4556,MOBILE HOME PARK,COLUMBIA,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PRAIRIE ACRES ESTATES,1550 SEGER DRIVE #80,RAPID CITY,SD,57701,(605) 343-0306,MOBILE HOME PARK,PENNINGTON,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PRAIRIE ESTATES,405 SOUTH MERIDIAN ROAD,NEWTON,KS,67114,(316) 283-6790,MOBILE HOME PARK,HARVEY,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PRAIRIE LAKE ESTATES,8200 75TH STREET #29,KENOSHA,WI,53142,(414) 694-6404,MOBILE HOME PARK,KENOSHA,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PRAIRIE VIEW ACRES MOBILE HOME,4046 LOGAN AVENUE,WATERLOO,IA,52242,(319) 232-6389,MOBILE HOME PARK,BLACK HAWK,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PRAIRIE VIEW ESTATES,65 1/2 PRAIRIE LANE,LEXINGTON,NE,68850,(308) 324-3176,MOBILE HOME PARK,DAWSON,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PRAIRIE VILLAGE MHP,2867 360TH STREET,BOONEVILLE,IA,52242,(515) 996-2835,MOBILE HOME PARK,DALLAS,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PRAIRIE VILLAGE MHP,1661 WEST REPUBLIC AVENUE,SALINA,KS,67401,(785) 823-2798,MOBILE HOME PARK,SALINE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PRAIRIE WINDS,950 NORTH JENNIE BARKER ROAD #1,GARDEN CITY,KS,67846,(316) 276-7070,MOBILE HOME PARK,FINNEY,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PRAIRIE WINDS MOBILE HOME COURT,150 RUPP ST,HERMOSA,SD,57744,NOT AVAILABLE,MOBILE HOME PARK,CUSTER,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PRAY'S MHPS,FINSON ROAD,BANGOR,ME,04401,(207) 942-9566,MOBILE HOME PARK,PENOBSCOT,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PRESTIGE PLACE MHP,26229 WALKER SOUTH ROAD,DENHAM SPRINGS,LA,70726,(504) 667-1785,MOBILE HOME PARK,LIVINGSTON,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PRETTY ACRES MHP,18230 ROSE DRIVE #15,PONCHATOULA,LA,70454,(504) 386-5936,MOBILE HOME PARK,TANGIPAHOA,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PRIDE MOBILE HOMES,5631 EAST US HIGHWAY 40,KANSAS CITY,MO,64128,(816) 923-9842,MOBILE HOME PARK,JACKSON,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PROVIDENCE MOBILE COURT,1100 SOUTH MILITARY HIGHWAY,CHESAPEAKE,VA,23320,(757) 420-3830,MOBILE HOME PARK,CHESAPEAKE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
PURCELL MHP,2899 9TH ST,PURCELL,OK,73080,NOT AVAILABLE,MOBILE HOME PARK,MCCLAIN,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
PURPLE CREEK COMMUNITY,300 HIGHWAY 51,RIDGELAND,MS,39157,(601) 856-4323,MOBILE HOME PARK,MADISON,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
QUANTICO-TRIANGLE TRAILER PARK,17915 OLD TRIANGLE ROAD,TRIANGLE,VA,22172,(703) 221-3233,MOBILE HOME PARK,PRINCE WILLIAM,,SMALL (<50),26,0,26,9,61,B,unit count unknown
QUEEN CITY MHP,1122 SOUTH STATE,ELK CITY,OK,73644,(580) 225-1033,MOBILE HOME PARK,BECKHAM,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
QUIET COVE MHP,12675 COLBY LAKE ROAD,LAINGSBURG,MI,48848,(517) 675-5267,MOBILE HOME PARK,SHIAWASSEE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
QUIVIRA HILLS ESTATES,7257 FOREST DRIVE,KANSAS CITY,KS,66106,(913) 375-1537,MOBILE HOME PARK,WYANDOTTE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
R-VILLA COURTS,2500 HIGHWAY 30 WEST,KEARNEY,NE,68847,(308) 237-3686,MOBILE HOME PARK,BUFFALO,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RADIO CITY MHP,3848 EAST 14TH STREET #1,DES MOINES,IA,52242,(515) 266-2409,MOBILE HOME PARK,POLK,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RAMM'S MHP,800 S KERR BLVD,SALLISAW,OK,74955,NOT AVAILABLE,MOBILE HOME PARK,SEQUOYAH,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RAMSEY'S TRAILER PARK,1514 EAST AUSTIN BOULEVARD,NEVADA,MO,64772,(417) 667-5273,MOBILE HOME PARK,VERNON,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RANCOURT ESTATE MOBILE HOME VILLAGE III,72 KENDALL POND RD,DERRY,NH,03038,(603) 880-1400,MOBILE HOME PARK,ROCKINGHAM,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RANDOLPH MOBILE COURT,503 GROVE STREET,RANDOLPH,WI,53956,(920) 326-5253,MOBILE HOME PARK,DODGE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RAVINE VIEW ESTATES MOBILE HOME,5100 LITTLE PAW PAW LAKE #6A,COLOMA,MI,49038,(616) 468-7736,MOBILE HOME PARK,BERRIEN,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RAVINES MHP,2088 EAST EMPIRE AVENUE,BENTON HARBOR,MI,49022,(616) 926-2551,MOBILE HOME PARK,BERRIEN,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RAY'S MHP,187 RAYS PARK ROAD,LEESVILLE,LA,71446,(318) 537-3340,MOBILE HOME PARK,VERNON,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RAYBURN COURT FOR MOBILE HOMES,15229 PARTRIDGE AVENUE,MASON CITY,IA,52242,(515) 423-7052,MOBILE HOME PARK,CERRO GORDO,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RED BARN TRAILER CT,65 LOGAN CT,NEW CUMBERLAND,WV,26047,NOT AVAILABLE,MOBILE HOME PARK,HANCOCK,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RED MAPLES MOBILE HOME COMMUNITY,5315 RED MAPLE LANE,FULTON,MO,65251,(573) 642-4282,MOBILE HOME PARK,CALLAWAY,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RED OAK MOBILE HOME PARK,1116 WASHINGTON ST,WEST MONROE,LA,71292,NOT AVAILABLE,MOBILE HOME PARK,OUACHITA,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RED RUN PARK MOBILE HOMES,1066 LINDA LANE,MADISON HEIGHTS,MI,48071,(248) 541-6128,MOBILE HOME PARK,OAKLAND,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RED'S MOBILE HOME COURT,731 SUNSET BOULEVARD,LAKE DELTON,WI,53940,(608) 253-7241,MOBILE HOME PARK,SAUK,,SMALL (<50),26,0,26,9,61,B,unit count unknown
REDWOOD MOBILE COURT,5152 SOUTH US HIGHWAY 421 #20,WESTVILLE,IN,46391,(219) 785-2022,MOBILE HOME PARK,LAPORTE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
REDWOOD VILLAGE,1405 ALBIA ROAD,OTTUMWA,IA,52242,(515) 682-3596,MOBILE HOME PARK,WAPELLO,,SMALL (<50),26,0,26,9,61,B,unit count unknown
REED'S TRAILER PARK,310 EAST 4TH STREET,GREENSBURG,IN,47240,(812) 662-6563,MOBILE HOME PARK,DECATUR,,SMALL (<50),26,0,26,9,61,B,unit count unknown
REESMANS MHP AND SALES,COUNTRY CLUB ROAD,WAYNESBURG,PA,15370,(724) 883-2688,MOBILE HOME PARK,GREENE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
REGENCY OF SIOUX CITY,4101 EAST GORDON DRIVE,SIOUX CITY,IA,52242,(712) 276-9193,MOBILE HOME PARK,WOODBURY,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
REGISTRY PARK,777 SOUTH EISENHOWER AVENUE,MASON CITY,IA,52242,(515) 424-6222,MOBILE HOME PARK,CERRO GORDO,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
REMWOOD PARK,24 REMBERT COURT,HOUMA,LA,70364,(504) 868-3312,MOBILE HOME PARK,TERREBONNE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RESTING WHEELS MOBILE HOME COURT,4015 NORTH STATE ROAD 9,ANDERSON,IN,46012,(765) 643-4793,MOBILE HOME PARK,MADISON,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RICHLAND HEIGHTS MOBILE HOME,3901 EAST SAINT CHARLES ROAD,COLUMBIA,MO,65201,(573) 446-4766,MOBILE HOME PARK,BOONE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RICHMOND MHP,3398 SALISBURY ROAD NORTH,RICHMOND,IN,47374,(765) 962-4162,MOBILE HOME PARK,WAYNE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RICHMOND PLACE MOBILE HOME ESTATE,36401 DIVISION ROAD,RICHMOND,MI,48062,(866) 786-7151,MOBILE HOME PARK,MACOMB,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RICHWOOD VILLA MHP,561 CALLE LUNA LANE,WALTON,KY,41094,(606) 384-3393,MOBILE HOME PARK,BOONE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIDGE CREST MANOR MHP INC,119 OFFICE LANE,HOWARD,PA,16841,(570) 962-3348,MOBILE HOME PARK,CENTRE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIDGEVIEW VILLAGE,1007 PARKVIEW LN,MONTVALE,VA,24122,NOT AVAILABLE,MOBILE HOME PARK,BEDFORD,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RIDGEWOOD,3340 STONEY BROOK DRIVE,MILFORD,MI,48380,(248) 676-9755,MOBILE HOME PARK,OAKLAND,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIO BRAVO MHP,2718 RIO BRAVO BLVD SW,ALBUQUERQUE,NM,87105,(505) 877-3754,MOBILE HOME PARK,BERNALILLO,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIVER AVENUE COURT,210 DOWS STREET,GARRETSON,SD,57030,(605) 594-3584,MOBILE HOME PARK,MINNEHAHA,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RIVER BANK MOBILE HOME VILLAGE,395 SOUTH TELEGRAPH ROAD,PONTIAC,MI,48341,(248) 332-0155,MOBILE HOME PARK,OAKLAND,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RIVER CITY MOBILE HOMES,4700 CYPRESS STREET,WEST MONROE,LA,71291,(318) 396-3398,MOBILE HOME PARK,OUACHITA,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIVER OAKS MHP,3416 KRAMERS LANE,SHIVELY,KY,40216,(502) 447-8822,MOBILE HOME PARK,JEFFERSON,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIVER PARK TRAILER COURT,4900 BOYD STREET,ASHLAND,KY,41101,(606) 325-1700,MOBILE HOME PARK,BOYD,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RIVER SPRINGS ESTATES,9387 US HIGHWAY 31,BERRIEN SPRINGS,MI,49103,(616) 471-3911,MOBILE HOME PARK,BERRIEN,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIVER VISTA TRAILER PARK,26 RIVER VISTA DRIVE,ADEL,IA,52242,(515) 993-3213,MOBILE HOME PARK,DALLAS,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RIVERCHASE MOBILE HOME PARK,3000 AR 110 HWY E,HEBER SPRINGS,AR,72543,NOT AVAILABLE,MOBILE HOME PARK,CLEBURNE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIVEREDGE TRAILER PARK,1996 RIVEREDGE TLPK,CHALMETTE,LA,70043,NOT AVAILABLE,MOBILE HOME PARK,ST BERNARD,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RIVERSIDE CLUB GOLF AND BOATING RESORT,2550 PIER DRIVE,RUSKIN,FL,33570,(813) 520-8007,MOBILE HOME PARK,HILLSBOROUGH,521,LARGE (>100),40,0,6,15,61,B,corporate/franchise name
RIVERSIDE MHP,10186 FARRAND ROAD,MONTROSE,MI,48457,(810) 639-6157,MOBILE HOME PARK,GENESEE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RIVERSIDE MOBILE & REC. VEHICLE PARK,SPRING HILL LANE,LAKEVIEW,AR,72642,(870) 431-8260,MOBILE HOME PARK,BAXTER,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RIVERSIDE MOBILE HOME ESTATES,14566 NORTH RED BUD TRAIL,BUCHANAN,MI,49107,(616) 695-3119,MOBILE HOME PARK,BERRIEN,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RIVERSIDE MOBILE HOME VILLAGE,2210 RIVERSIDE DRIVE,SAULT SAINTE MARIE,MI,49783,(906) 632-6540,MOBILE HOME PARK,CHIPPEWA,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RIVERVIEW ESTATES,903 JACKSON RUN ROAD,WARREN,PA,16365,(814) 723-6361,MOBILE HOME PARK,WARREN,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIVERVIEW MANOR,332 GRIFFIN ST E,AMERY,WI,54001,(414) 923-5669,MOBILE HOME PARK,POLK,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIVERVIEW PARK,985 NORMA DRIVE,CARO,MI,48723,(989) 673-4590,MOBILE HOME PARK,TUSCOLA,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIVERVIEW TRAILER PARK,2555 HENRY RUFF ROAD,INKSTER,MI,48141,(734) 721-7215,MOBILE HOME PARK,WAYNE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RIVIERA COURTS,1414 NORTH 12TH STREET,MURRAY,KY,42071,(502) 753-3280,MOBILE HOME PARK,CALLOWAY,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
RIVIERA MOBILE HOME COURT,ROUTE #88,DILLINER,PA,15327,(724) 725-0255,MOBILE HOME PARK,GREENE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
RNS TRAILER COURT,403 LEE BOB CARTER ROAD,COLUMBIA,KY,42728,(502) 384-7963,MOBILE HOME PARK,ADAIR,,SMALL (<50),26,0,26,9,61,B,unit count unknown
ROBBINWOOD VILLA/ANNEX,26115 THIRD STREET,TAYLOR,MI,48180,(313) 295-4520,MOBILE HOME PARK,WAYNE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
ROBERT'S MOBILE HOME COURT,2425 CHICAGO AVENUE,PLATTSMOUTH,NE,68048,(402) 298-8660,MOBILE HOME PARK,CASS,,SMALL (<50),26,0,26,9,61,B,unit count unknown
ROBERTS VILLAGE MHP,11 KENTRE LN,HALDEMAN,KY,40351,NOT AVAILABLE,MOBILE HOME PARK,ROWAN,,SMALL (<50),26,0,26,9,61,B,unit count unknown
ROBIN HOOD MOBILE COURT,3180 NORTH ADRIAN DRIVE,ADRIAN,MI,49221,(517) 265-8511,MOBILE HOME PARK,LENAWEE,,SMALL (<50),26,0,26,9,61,B,unit count unknown
ROBIN MHPS INC,3218 STATE ROUTE 82,MANTUA,OH,44255,(330) 562-7527,MOBILE HOME PARK,PORTAGE,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
ROBINDALE MOBILE PARK,1015 27TH STREET SOUTHEAST #100,MINOT,ND,58701,(701) 839-7911,MOBILE HOME PARK,WARD,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
ROBINSON TRAILER PARK,ROBINSON TLPK,INEZ,KY,41224,NOT AVAILABLE,MOBILE HOME PARK,MARTIN,,SMALL (<50),26,0,26,9,61,B,unit count unknown
ROBISON'S MHP,247 DOVER RD,CHICHESTER,NH,03258,NOT AVAILABLE,MOBILE HOME PARK,MERRIMACK,,SMALL (<50),26,0,26,9,61,B,unit count unknown
ROCHESTER MOBILE HOME COURT,1100 PARK ROAD,ROCHESTER,IN,46975,(219) 223-5757,MOBILE HOME PARK,FULTON,,SMALL (<50),26,0,26,9,61,B,unit count unknown
ROCK LEDGE TERRACE,42 ROCKLEDGE TERRACE,TAYLOR,PA,18517,(570) 562-2920,MOBILE HOME PARK,LACKAWANNA,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
ROCKVIEW HEIGHTS MHP,1938 POMME ROAD,ARNOLD,MO,63010,(314) 296-7289,MOBILE HOME PARK,JEFFERSON,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
ROCKY RIDGE VILLAGE,RT 4 BOX,FRANKLIN,PA,16323,(814) 437-5020,MOBILE HOME PARK,VENANGO,,SMALL (<50),26,0,26,9,61,B,unit count unknown
ROGER'S APARTMENTS & MOBILE,1501 NORTH SCOTT AVENUE,BELTON,MO,64012,(816) 331-0505,MOBILE HOME PARK,CASS,,SMALL (<50),26,0,26,9,61,B,unit count unknown
ROLLIN HOME PARK,8501 SAN JOAQUIN AVE SE,ALBUQUERQUE,NM,87108,(505) 268-1757,MOBILE HOME PARK,BERNALILLO,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
ROLLING ACRES MHP,1012 SOUTHEAST 42ND STREET,OKLAHOMA CITY,OK,73129,(405) 672-3992,MOBILE HOME PARK,OKLAHOMA,,SMALL (<50),26,0,26,9,61,B,unit count unknown
ROLLING HILLS,3 KATY LANE,MYERSTOWN,PA,17067,(717) 279-0699,MOBILE HOME PARK,LEBANON,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
ROLLING HILLS MHP,181 BLAIRS COURT,BLAIRS,VA,24527,(434) 836-4593,MOBILE HOME PARK,PITTSYLVANIA,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
ROLLING MEADOWS MHP,3905 STATE ROAD 150 #21,LARSEN,WI,54947,(920) 836-2201,MOBILE HOME PARK,WINNEBAGO,,MEDIUM (51-100),26,0,22,13,61,B,unit count unknown
